"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
7.806707350E-1,-3.234313726E-1,5.991935730E-2,2.644440889E0,2.664820031E0
7.831546940E-1,-2.978657782E-1,1.557903290E-1,2.676398039E0,2.697424904E0
7.856209960E-1,-2.723001838E-1,2.334191799E-1,2.700898409E0,2.724607149E0
7.881049020E-1,-2.509955168E-1,2.898765504E-1,2.714746475E0,2.741692103E0
7.905888600E-1,-2.371474952E-1,3.239639997E-1,2.724333525E0,2.753758298E0
7.930728190E-1,-2.296908647E-1,3.271597028E-1,2.722203016E0,2.751396123E0
7.955567770E-1,-2.264951766E-1,3.069202602E-1,2.714746475E0,2.741413602E0
7.980407350E-1,-2.264951766E-1,2.621804774E-1,2.706224442E0,2.728312555E0
8.005246420E-1,-2.296908647E-1,1.920082569E-1,2.694506884E0,2.711086943E0
8.030093810E-1,-2.360822707E-1,1.121157780E-1,2.680658817E0,2.693368983E0
8.055235480E-1,-2.446041405E-1,2.157096937E-2,2.671071768E0,2.682334968E0
8.080082350E-1,-2.499302924E-1,-7.430000603E-2,2.671071768E0,2.683767879E0
8.104929750E-1,-2.563216984E-1,-1.712362021E-1,2.675332785E0,2.693033264E0
8.129777150E-1,-2.595174015E-1,-2.564548552E-1,2.687050343E0,2.711707565E0
8.154624020E-1,-2.616478503E-1,-3.406082690E-1,2.705159187E0,2.739043596E0
8.179471420E-1,-2.637783289E-1,-4.150414169E-1,2.730724812E0,2.774652479E0
8.204318810E-1,-2.573869228E-1,-4.746944606E-1,2.761616707E0,2.813913590E0
8.229159440E-1,-2.477998286E-1,-5.247604251E-1,2.796769381E0,2.856343331E0
8.253755270E-1,-2.392779738E-1,-5.535216928E-1,2.832987309E0,2.896455990E0
8.278595900E-1,-2.275604010E-1,-5.652392507E-1,2.866941452E0,2.930978068E0
8.303436520E-1,-2.158428431E-1,-5.652392507E-1,2.887181044E0,2.949897951E0
8.328277670E-1,-2.030600458E-1,-5.588479042E-1,2.899963856E0,2.960293014E0
8.353118290E-1,-1.956034154E-1,-5.535216928E-1,2.896768093E0,2.955657684E0
8.377958920E-1,-1.902772486E-1,-5.599130988E-1,2.876528740E0,2.936686177E0
8.402800060E-1,-1.806901544E-1,-5.737611651E-1,2.849897861E0,2.912690960E0
8.427642770E-1,-1.753639877E-1,-6.163704395E-1,2.817008734E0,2.888979621E0
8.452555270E-1,-1.668421179E-1,-6.792191863E-1,2.780790806E0,2.867398211E0
8.477397980E-1,-1.615159512E-1,-7.644378543E-1,2.739246607E0,2.848495148E0
8.502240690E-1,-1.497983932E-1,-8.784177899E-1,2.701963663E0,2.845112477E0
8.527083400E-1,-1.306242049E-1,-1.013569236E0,2.666810989E0,2.855917739E0
8.551926100E-1,-1.019960642E-1,-1.157375693E0,2.640180111E0,2.884522961E0
8.576768810E-1,-7.110430300E-2,-1.310769200E0,2.613549232E0,2.924689951E0
8.601611520E-1,-3.169068322E-2,-1.465228081E0,2.590114117E0,2.976002145E0
8.626457870E-1,9.853405878E-3,-1.617423177E0,2.570940018E0,3.037414591E0
8.651449020E-1,5.033225939E-2,-1.750577331E0,2.553896189E0,3.096682107E0
8.676295370E-1,8.974587917E-2,-1.852839708E0,2.538982868E0,3.144440063E0
8.701141730E-1,1.238333359E-1,-1.917818904E0,2.529395819E0,3.176666059E0
8.725988080E-1,1.536598653E-1,-1.922079802E0,2.521939278E0,3.174614912E0
8.750834440E-1,1.770949960E-1,-1.863492012E0,2.517678261E0,3.137302813E0
8.775680790E-1,1.962691844E-1,-1.766555786E0,2.516613007E0,3.081003402E0
8.800527670E-1,2.207695395E-1,-1.637662649E0,2.510221720E0,3.005310504E0
8.825368810E-1,2.431394309E-1,-1.515293956E0,2.497438908E0,2.931285324E0
8.849997460E-1,2.569874525E-1,-1.402379274E0,2.481460333E0,2.861879726E0
8.874838600E-1,2.729659677E-1,-1.302247405E0,2.462286234E0,2.798787634E0
8.899679230E-1,2.900096774E-1,-1.219159245E0,2.445242405E0,2.747665427E0
8.924520370E-1,3.006620109E-1,-1.145658135E0,2.425003052E0,2.698808998E0
8.949361000E-1,3.134448230E-1,-1.088135481E0,2.409024477E0,2.661895079E0
8.974202150E-1,3.145100474E-1,-1.040199995E0,2.395176411E0,2.630171599E0
8.999042770E-1,3.113143444E-1,-1.009308338E0,2.384524107E0,2.607982968E0
9.023887040E-1,3.006620109E-1,-9.923977256E-1,2.367480278E0,2.584610949E0
9.048868810E-1,2.825530469E-1,-9.870715737E-1,2.351501942E0,2.565873710E0
9.073713080E-1,2.644441128E-1,-9.945281744E-1,2.335523367E0,2.552192465E0
9.098557870E-1,2.420742065E-1,-1.015699744E0,2.324871063E0,2.548582224E0
9.123402150E-1,2.175738513E-1,-1.040199995E0,2.324871063E0,2.556243312E0
9.148246940E-1,1.920082569E-1,-1.063635230E0,2.333392859E0,2.571557759E0
9.173091210E-1,1.643121988E-1,-1.083874583E0,2.347240925E0,2.590622043E0
9.197936000E-1,1.291595101E-1,-1.108374953E0,2.358958483E0,2.609571294E0
9.222781310E-1,9.187635034E-2,-1.119027257E0,2.364284754E0,2.617347066E0
9.247651620E-1,4.820179567E-2,-1.127549171E0,2.365350008E0,2.620795911E0
9.272496940E-1,7.722939365E-3,-1.124353409E0,2.366415262E0,2.619952562E0
9.297341730E-1,-2.849498391E-2,-1.101983547E0,2.368545532E0,2.612506008E0
9.322187040E-1,-6.364767253E-2,-1.060439467E0,2.377067566E0,2.603657639E0
9.347032350E-1,-9.453943372E-2,-1.004115224E0,2.396241665E0,2.599838303E0
9.371877670E-1,-1.252980381E-1,-9.295489788E-1,2.422872543E0,2.598090118E0
9.396722980E-1,-1.519288570E-1,-8.507217169E-1,2.455894709E0,2.603503147E0
9.421558400E-1,-1.774944514E-1,-7.686987519E-1,2.493177891E0,2.615021615E0
9.446027150E-1,-1.998643428E-1,-6.920019984E-1,2.528330564E0,2.628929053E0
9.470862560E-1,-2.190385461E-1,-6.067833900E-1,2.564548492E0,2.644441895E0
9.495698500E-1,-2.296908647E-1,-5.173037648E-1,2.593309879E0,2.654358154E0
9.520533920E-1,-2.371474952E-1,-4.278241992E-1,2.617810249E0,2.663119033E0
9.545369850E-1,-2.435389012E-1,-3.310211599E-1,2.639114857E0,2.670919960E0
9.570205270E-1,-2.446041405E-1,-2.308892608E-1,2.655093193E0,2.676314798E0
9.595040690E-1,-2.435389012E-1,-1.307573467E-1,2.670006514E0,2.684277084E0
9.619886000E-1,-2.382127345E-1,-3.914731368E-2,2.687050343E0,2.697872748E0
9.645100060E-1,-2.307561040E-1,3.115806542E-2,2.696637392E0,2.706671836E0
9.669945370E-1,-2.222342342E-1,9.081111848E-2,2.705159187E0,2.715791034E0
9.694790690E-1,-2.105166763E-1,1.334204376E-1,2.712615967E0,2.724041789E0
9.719636000E-1,-2.009295821E-1,1.611164957E-1,2.714746475E0,2.726935945E0
9.744480790E-1,-1.860163212E-1,1.813559234E-1,2.713681221E0,2.726088372E0
9.769326100E-1,-1.721682847E-1,1.920082569E-1,2.712615967E0,2.724847605E0
9.794171420E-1,-1.604507267E-1,1.941387206E-1,2.708354950E0,2.720040590E0
9.819014650E-1,-1.487331539E-1,1.834863871E-1,2.701963663E0,2.712267767E0
9.843791730E-1,-1.391460598E-1,1.664426625E-1,2.689180851E0,2.697917426E0
9.868634960E-1,-1.316894293E-1,1.483336985E-1,2.671071768E0,2.678426661E0
9.893478710E-1,-1.263632625E-1,1.366161406E-1,2.655093193E0,2.661606941E0
9.918321940E-1,-1.178414002E-1,1.334204376E-1,2.639114857E0,2.645111498E0
9.943165170E-1,-1.114500016E-1,1.270290315E-1,2.630593061E0,2.636015427E0
9.968008920E-1,-1.041265279E-1,1.291595101E-1,2.627397299E0,2.632630069E0
9.992852670E-1,-9.453943372E-2,1.462032348E-1,2.628462553E0,2.634222558E0
1.001770058E0,-8.282186836E-2,1.675078869E-1,2.640180111E0,2.646784723E0
1.004271256E0,-6.577813625E-2,1.962691844E-1,2.648701906E0,2.656778151E0
1.006756048E0,-4.447348043E-2,2.270277888E-1,2.651897669E0,2.661969337E0
1.009240840E0,-1.571218669E-2,2.536586225E-1,2.651897669E0,2.664047825E0
1.011725631E0,1.517957076E-2,2.675066292E-1,2.634853840E0,2.648441990E0
1.014210371E0,5.033225939E-2,2.749632597E-1,2.611418724E0,2.626336971E0
1.016695162E0,8.122401685E-2,2.728328109E-1,2.583722591E0,2.599357135E0
1.019179954E0,1.195724085E-1,2.611152530E-1,2.550700426E0,2.566817368E0
1.021664329E0,1.472684592E-1,2.419410497E-1,2.515547752E0,2.531443060E0
1.024133912E0,1.728340536E-1,2.111824453E-1,2.482525587E0,2.497479314E0
1.026618287E0,1.962691844E-1,1.781602204E-1,2.453764200E0,2.468039993E0
1.029102662E0,2.175738513E-1,1.376813650E-1,2.425003052E0,2.438633704E0
1.031587037E0,2.314218730E-1,8.548495173E-2,2.397306919E0,2.409967681E0
1.034071465E0,2.399437428E-1,2.796236612E-2,2.374937057E0,2.387191011E0
1.036555840E0,2.537917793E-1,-3.488638252E-2,2.356827974E0,2.370709899E0
1.039040267E0,2.633788586E-1,-1.019960642E-1,2.339784384E0,2.356769523E0
1.041524850E0,2.729659677E-1,-1.659100503E-1,2.331262589E0,2.353045223E0
1.044015892E0,2.857487500E-1,-2.308892608E-1,2.328066826E0,2.356874486E0
1.046500475E0,3.017272651E-1,-2.809551954E-1,2.331262589E0,2.367437522E0
1.048985006E0,3.187709749E-1,-3.278254569E-1,2.332327604E0,2.376728112E0
1.051469590E0,3.347494900E-1,-3.715000153E-1,2.337653875E0,2.390542851E0
1.053954121E0,3.485974967E-1,-4.033238590E-1,2.344045162E0,2.403900595E0
1.056438704E0,3.688369393E-1,-4.342156053E-1,2.354697704E0,2.422640122E0
1.058923235E0,3.901416063E-1,-4.608464241E-1,2.363219500E0,2.439138435E0
1.061407819E0,4.189028740E-1,-4.757596850E-1,2.374937057E0,2.458079112E0
1.063894329E0,4.593817294E-1,-4.959991276E-1,2.385589361E0,2.479532881E0
1.066378912E0,5.071840882E-1,-5.204994678E-1,2.395176411E0,2.503003283E0
1.068863548E0,5.679023266E-1,-5.503259897E-1,2.404763460E0,2.531453939E0
1.071348131E0,6.339467764E-1,-5.940005779E-1,2.412220240E0,2.563889952E0
1.073832767E0,7.106435895E-1,-6.557840705E-1,2.415415764E0,2.601787918E0
1.076317350E0,7.916013002E-1,-7.527202964E-1,2.413285494E0,2.648993646E0
1.078801933E0,8.778851628E-1,-8.698959351E-1,2.409024477E0,2.707545056E0
1.081285579E0,9.673647285E-1,-1.005180478E0,2.399437428E0,2.775514777E0
1.083732715E0,1.058974743E0,-1.141397238E0,2.384524107E0,2.847836087E0
1.086216360E0,1.144060254E0,-1.272420883E0,2.356827974E0,2.912484656E0
1.088700006E0,1.226083159E0,-1.385335565E0,2.322740555E0,2.969437358E0
1.091183652E0,1.299584270E0,-1.484402180E0,2.279066086E0,3.014384071E0
1.093667298E0,1.374150634E0,-1.571751356E0,2.230198383E0,3.054910329E0
1.096150996E0,1.443390727E0,-1.650445461E0,2.174806356E0,3.088224360E0
1.098634642E0,1.510500431E0,-1.721816063E0,2.119414330E0,3.120605583E0
1.101119069E0,1.569088221E0,-1.787860513E0,2.064022064E0,3.149392027E0
1.103633287E0,1.611697555E0,-1.856035352E0,2.012891054E0,3.177131825E0
1.106117715E0,1.631937027E0,-1.917818904E0,1.966020703E0,3.194759023E0
1.108602142E0,1.628741264E0,-1.966819644E0,1.928737521E0,3.200188439E0
1.111086569E0,1.594653845E0,-1.993450403E0,1.895715356E0,3.179701575E0
1.113570996E0,1.531805038E0,-1.995580912E0,1.872280240E0,3.135953308E0
1.116055423E0,1.428477526E0,-1.962558746E0,1.854171276E0,3.054527131E0
1.118539902E0,1.271888256E0,-1.898644686E0,1.839257956E0,2.933499822E0
1.121023912E0,1.074953318E0,-1.796382308E0,1.830736160E0,2.781026595E0
1.123491985E0,8.320801258E-1,-1.651510596E0,1.816888094E0,2.592475059E0
1.125975996E0,5.679023266E-1,-1.460967064E0,1.798779130E0,2.385905315E0
1.128460006E0,3.070534170E-1,-1.244724751E0,1.783865809E0,2.196770068E0
1.130944017E0,6.204982474E-2,-1.021025896E0,1.768952608E0,2.043413172E0
1.133428027E0,-1.455374658E-1,-8.038514853E-1,1.761495948E0,1.941707068E0
1.135912090E0,-3.202356696E-1,-6.153052449E-1,1.758300304E0,1.890177608E0
1.138396100E0,-4.565854967E-1,-4.438027143E-1,1.762561202E0,1.874047266E0
1.140880319E0,-5.567173958E-1,-2.979989350E-1,1.770017862E0,1.879282006E0
1.143372506E0,-6.280879974E-1,-1.648448110E-1,1.775344014E0,1.890374226E0
1.145856725E0,-6.749582887E-1,-3.914731368E-2,1.778539658E0,1.902709783E0
1.148340996E0,-7.069152594E-1,7.909355313E-2,1.775344014E0,1.912545775E0
1.150825215E0,-7.216953635E-1,1.920082569E-1,1.765756845E0,1.917187681E0
1.153309433E0,-7.248910666E-1,2.973331809E-1,1.757235050E0,1.923993009E0
1.155793704E0,-7.184996605E-1,3.878779709E-1,1.745517492E0,1.927050181E0
1.158277923E0,-7.058500051E-1,4.581833482E-1,1.739126086E0,1.932023746E0
1.160762194E0,-6.834801435E-1,5.082492828E-1,1.736995578E0,1.934584213E0
1.163248912E0,-6.525883675E-1,5.444672108E-1,1.740191340E0,1.936641945E0
1.165733183E0,-6.195661426E-1,5.679023266E-1,1.758300304E0,1.948844585E0
1.168217506E0,-5.833482146E-1,5.764242411E-1,1.779604912E0,1.959477912E0
1.170701777E0,-5.396736860E-1,6.019898057E-1,1.801974773E0,1.975032278E0
1.173186048E0,-5.023905039E-1,6.360772848E-1,1.829670906E0,2.001171196E0
1.175670371E0,-4.629769027E-1,6.818822622E-1,1.870149732E0,2.043715012E0
1.178154642E0,-4.182371199E-1,7.809489369E-1,1.915954709E0,2.110849587E0
1.180638756E0,-3.713668585E-1,9.267527461E-1,1.983064413E0,2.220209103E0
1.183115683E0,-3.276923001E-1,1.029015064E0,2.055500269E0,2.321924978E0
1.185599798E0,-2.797568142E-1,1.113168478E0,2.122609854E0,2.413064551E0
1.188083912E0,-2.328865677E-1,1.170691133E0,2.182262897E0,2.487373160E0
1.190568027E0,-1.881467849E-1,1.216496110E0,2.230198383E0,2.547360757E0
1.193052090E0,-1.487331539E-1,1.261235952E0,2.265218019E0,2.596930949E0
1.195536204E0,-1.062569916E-1,1.316627979E0,2.290783644E0,2.644331576E0
1.198020319E0,-6.897383928E-2,1.366693974E0,2.304631710E0,2.680286762E0
1.200504694E0,-3.808208182E-2,1.402911901E0,2.311022997E0,2.703782414E0
1.202999277E0,-6.125089712E-3,1.406107545E0,2.307827234E0,2.702451200E0
1.205483652E0,8.788172156E-3,1.375215888E0,2.298240185E0,2.678283763E0
1.207968027E0,2.370143496E-2,1.313432336E0,2.274805069E0,2.626862075E0
1.210452402E0,3.435376659E-2,1.234605074E0,2.244978666E0,2.562295666E0
1.212936777E0,4.287562892E-2,1.147256017E0,2.209959030E0,2.490372182E0
1.215421152E0,5.139749497E-2,1.042863131E0,2.171610594E0,2.409584566E0
1.217905527E0,5.885412544E-2,9.256874919E-1,2.133262396E0,2.326192079E0
1.220389485E0,6.204982474E-2,8.182321191E-1,2.092783451E0,2.247909374E0
1.222857923E0,6.204982474E-2,7.255568504E-1,2.048043728E0,2.173652694E0
1.225341881E0,6.311506033E-2,6.414034367E-1,2.008630037E0,2.109496742E0
1.227825840E0,6.418029219E-2,5.966636539E-1,1.966020703E0,2.055569029E0
1.230309798E0,6.950645149E-2,5.625761747E-1,1.924476624E0,2.006223660E0
1.232793808E0,7.057169080E-2,5.444672108E-1,1.887193441E0,1.965432266E0
1.235277767E0,6.844121963E-2,5.444672108E-1,1.855236411E0,1.934691419E0
1.237761725E0,6.098458916E-2,5.668371320E-1,1.824344754E0,1.911349585E0
1.240245579E0,4.820179567E-2,6.083812118E-1,1.796648622E0,1.897471312E0
1.242724590E0,3.648423031E-2,6.414034367E-1,1.768952608E0,1.881999680E0
1.245208444E0,2.263620123E-2,6.754909158E-1,1.742321730E0,1.868819249E0
1.247692246E0,7.722939365E-3,7.021217346E-1,1.712495208E0,1.850857750E0
1.250176100E0,-9.320789017E-3,7.340787053E-1,1.675212026E0,1.829014421E0
1.252659954E0,-2.742975019E-2,7.394048572E-1,1.637928963E0,1.797298868E0
1.255143808E0,-5.832150951E-2,7.330134511E-1,1.602909446E0,1.763527377E0
1.257627610E0,-9.134373069E-2,7.127740383E-1,1.564561009E0,1.721697319E0
1.260112037E0,-1.167761683E-1,6.616428494E-1,1.527277827E0,1.668527943E0
1.262619590E0,-1.391460598E-1,5.934679508E-1,1.485733747E0,1.605917371E0
1.265104017E0,-1.551245600E-1,5.231625438E-1,1.442059159E0,1.541848662E0
1.267588496E0,-1.647116542E-1,4.571181238E-1,1.397319436E0,1.479387885E0
1.270072923E0,-1.668421179E-1,4.081174135E-1,1.342992544E0,1.413515154E0
1.272557350E0,-1.625811905E-1,3.857475221E-1,1.284404755E0,1.350899466E0
1.275041777E0,-1.572550237E-1,3.687037826E-1,1.237534523E0,1.300831779E0
1.277526204E0,-1.455374658E-1,3.314206302E-1,1.197055578E0,1.250585001E0
1.280010892E0,-1.284937263E-1,3.005288541E-1,1.160837650E0,1.205973582E0
1.282505319E0,-1.030612960E-1,2.877460718E-1,1.132076383E0,1.172610920E0
1.284990006E0,-8.282186836E-2,2.834851444E-1,1.106510758E0,1.145246413E0
1.287474694E0,-7.110430300E-2,2.770937383E-1,1.092662811E0,1.129490496E0
1.289959381E0,-6.471290439E-2,2.419410497E-1,1.089467049E0,1.117882678E0
1.292444069E0,-5.725627393E-2,2.174406946E-1,1.091597557E0,1.114515125E0
1.294928756E0,-4.660394415E-2,2.217016220E-1,1.096923709E0,1.120073730E0
1.297413444E0,-4.340824485E-2,2.366148829E-1,1.107576013E0,1.133399975E0
1.299897715E0,-4.447348043E-2,2.355496585E-1,1.123554587E0,1.148841348E0
1.302366725E0,-5.193011090E-2,2.185059190E-1,1.148054838E0,1.169816859E0
1.304850996E0,-5.512581021E-2,2.291582525E-1,1.168294311E0,1.191832184E0
1.307335319E0,-5.193011090E-2,2.462019771E-1,1.184272766E0,1.210708113E0
1.309819590E0,-4.660394415E-2,2.600499988E-1,1.199186087E0,1.227943484E0
1.312303860E0,-4.766917601E-2,2.515281439E-1,1.208773136E0,1.235585388E0
1.314788131E0,-4.447348043E-2,2.344844192E-1,1.216229796E0,1.239425573E0
1.317272454E0,-3.808208182E-2,2.366148829E-1,1.216229796E0,1.239617588E0
1.319756673E0,-3.275591508E-2,2.408758104E-1,1.207707882E0,1.231930369E0
1.322237819E0,-3.275591508E-2,2.387453467E-1,1.199186087E0,1.223159663E0
1.324722037E0,-4.660394415E-2,2.111824453E-1,1.194925189E0,1.214337746E0
1.327206204E0,-6.790860742E-2,1.408770680E-1,1.195990324E0,1.206171954E0
1.329690423E0,-9.560466558E-2,8.335448056E-2,1.190664172E0,1.197401099E0
1.332174642E0,-1.242327988E-1,2.902759984E-2,1.189599037E0,1.196420603E0
1.334658860E0,-1.593854874E-1,-3.808208182E-2,1.186403275E0,1.197667194E0
1.337143027E0,-2.083862126E-1,-1.264964193E-1,1.192794681E0,1.217450331E0
1.339627246E0,-2.531259954E-1,-1.999974996E-1,1.198120832E0,1.240792206E0
1.342111100E0,-2.957353294E-1,-2.521939278E-1,1.206642747E0,1.267693922E0
1.344595319E0,-3.394098580E-1,-3.288906813E-1,1.219425559E0,1.307809935E0
1.347079485E0,-3.734973371E-1,-4.043890834E-1,1.231143117E0,1.348608233E0
1.349563704E0,-3.948020041E-1,-4.693683088E-1,1.234338760E0,1.378320502E0
1.352047923E0,-4.065195620E-1,-5.141080618E-1,1.233273506E0,1.396613330E0
1.354532142E0,-4.129109383E-1,-5.418041348E-1,1.226882100E0,1.403312813E0
1.357016308E0,-4.107804894E-1,-5.354127288E-1,1.218360305E0,1.392770345E0
1.359500735E0,-4.043890834E-1,-5.130428672E-1,1.209838390E0,1.374937251E0
1.361993965E0,-3.894758224E-1,-4.736292362E-1,1.209838390E0,1.356364627E0
1.364478392E0,-3.788234890E-1,-4.320851564E-1,1.214099288E0,1.343220719E0
1.366962819E0,-3.607145250E-1,-3.832175732E-1,1.227947354E0,1.335973571E0
1.369447246E0,-3.489969671E-1,-2.841508985E-1,1.239664912E0,1.318828916E0
1.371931673E0,-3.394098580E-1,-2.127802968E-1,1.260969639E0,1.323071781E0
1.374416100E0,-3.351489305E-1,-1.914756298E-1,1.286535144E0,1.343190381E0
1.376900527E0,-3.340837061E-1,-1.701709777E-1,1.308905125E0,1.361544237E0
1.379384225E0,-3.351489305E-1,-1.169093251E-1,1.323818326E0,1.370579278E0
1.381840892E0,-3.447360396E-1,-5.725627393E-2,1.336601138E0,1.381529522E0
1.384324590E0,-3.681711555E-1,-1.251648832E-2,1.347253442E0,1.396709883E0
1.386808287E0,-3.926715255E-1,4.926702753E-2,1.348318696E0,1.405198019E0
1.389292037E0,-4.107804894E-1,1.227681041E-1,1.338731647E0,1.405708021E0
1.391775735E0,-4.363460839E-1,1.877473146E-1,1.323818326E0,1.406464333E0
1.394259485E0,-4.619116783E-1,2.248973250E-1,1.307839870E0,1.405128582E0
1.396743183E0,-4.832163453E-1,2.728328109E-1,1.288665652E0,1.403066264E0
1.399227090E0,-4.981296062E-1,3.197030723E-1,1.267361045E0,1.398766305E0
1.401717975E0,-5.066514611E-1,3.548557460E-1,1.242860675E0,1.388279857E0
1.404201881E0,-5.183690190E-1,3.527252972E-1,1.226882100E0,1.377810315E0
1.406685735E0,-5.215647221E-1,3.399424851E-1,1.208773136E0,1.359677589E0
1.409169642E0,-5.194342732E-1,3.420729637E-1,1.187468529E0,1.340487741E0
1.411653548E0,-5.119776130E-1,3.473991156E-1,1.165098667E0,1.319189951E0
1.414137454E0,-5.077167153E-1,3.410077095E-1,1.145924449E0,1.298924695E0
1.416621308E0,-5.194342732E-1,3.154421151E-1,1.136337280E0,1.288634202E0
1.419105475E0,-5.322170258E-1,2.824199200E-1,1.127815485E0,1.278664828E0
1.421600631E0,-5.503259897E-1,2.685718834E-1,1.116097927E0,1.273053076E0
1.424084798E0,-5.737611651E-1,2.515281439E-1,1.106510758E0,1.271548009E0
1.426569017E0,-6.046528816E-1,2.217016220E-1,1.093728065E0,1.269250881E0
1.429053183E0,-6.440665126E-1,1.845516264E-1,1.080945253E0,1.271740389E0
1.431537402E0,-6.898715496E-1,1.451379955E-1,1.072423339E0,1.283385994E0
1.434021569E0,-7.398043275E-1,8.548495173E-2,1.067097187E0,1.301274193E0
1.436505787E0,-7.941312194E-1,3.967992961E-2,1.061771035E0,1.326490340E0
1.438990215E0,-8.410014510E-1,-7.989247679E-4,1.060705781E0,1.353654621E0
1.441484277E0,-8.857412338E-1,-4.127778113E-2,1.064966679E0,1.385783322E0
1.443968704E0,-9.315462708E-1,-7.110430300E-2,1.073488593E0,1.423099447E0
1.446453183E0,-9.603075981E-1,-8.921326697E-2,1.079879999E0,1.447857211E0
1.448937610E0,-9.911993146E-1,-9.773512930E-2,1.088401794E0,1.475346299E0
1.451422037E0,-1.023156285E0,-1.147788614E-1,1.109706521E0,1.513760725E0
1.453906517E0,-1.055113316E0,-1.211702600E-1,1.129945874E0,1.550717260E0
1.456390944E0,-1.077483177E0,-1.115831584E-1,1.148054838E0,1.578432992E0
1.458874954E0,-1.089200735E0,-1.169093251E-1,1.170424819E0,1.603097093E0
1.461342454E0,-1.089200735E0,-1.019960642E-1,1.187468529E0,1.614572063E0
1.463826465E0,-1.087070346E0,-5.086487532E-2,1.195990324E0,1.617004028E0
1.466310475E0,-1.078548431E0,-9.320789017E-3,1.201316595E0,1.614470550E0
1.468794433E0,-1.063635230E0,2.263620123E-2,1.204512239E0,1.607072504E0
1.471278444E0,-1.051917553E0,6.418029219E-2,1.210903645E0,1.605284176E0
1.473762454E0,-1.044461012E0,9.400681406E-2,1.222621202E0,1.610757179E0
1.476246465E0,-1.043395758E0,9.613727778E-2,1.246056318E0,1.628058178E0
1.478730787E0,-1.056178570E0,1.035939083E-1,1.271621943E0,1.656281146E0
1.481226360E0,-1.067896128E0,8.228924870E-2,1.287600398E0,1.674839827E0
1.483710683E0,-1.079613686E0,4.287562892E-2,1.298252702E0,1.689042364E0
1.486194954E0,-1.093461752E0,-1.864157850E-3,1.301448464E0,1.699832399E0
1.488679277E0,-1.115831614E0,-5.512581021E-2,1.293991804E0,1.709541995E0
1.491163548E0,-1.140331984E0,-1.105179265E-1,1.290796161E0,1.725898599E0
1.493647871E0,-1.161636591E0,-1.616491079E-1,1.288665652E0,1.742466403E0
1.496132142E0,-1.176549911E0,-1.573881805E-1,1.291861296E0,1.754407689E0
1.498616256E0,-1.189332724E0,-1.371487528E-1,1.288665652E0,1.758971652E0
1.501093235E0,-1.189332724E0,-1.339530498E-1,1.284404755E0,1.755605685E0
1.503577350E0,-1.173354149E0,-1.147788614E-1,1.276948094E0,1.737967371E0
1.506061465E0,-1.154179931E0,-8.601756394E-2,1.269491434E0,1.717887899E0
1.508545579E0,-1.141397238E0,-6.577813625E-2,1.259904385E0,1.701315219E0
1.511029694E0,-1.115831614E0,-5.299534276E-2,1.255643368E0,1.680633501E0
1.513513808E0,-1.088135481E0,7.722939365E-3,1.256708622E0,1.662352258E0
1.515997923E0,-1.057243824E0,6.098458916E-2,1.249252081E0,1.637716210E0
1.518482090E0,-1.021025896E0,9.720251709E-2,1.243925810E0,1.612232499E0
1.520969121E0,-9.784165621E-1,1.227681041E-1,1.229012609E0,1.575703960E0
1.523453287E0,-9.304810166E-1,1.398118287E-1,1.210903645E0,1.533502496E0
1.525937454E0,-8.900021911E-1,1.611164957E-1,1.190664172E0,1.495240314E0
1.528421673E0,-8.569799662E-1,1.781602204E-1,1.173620462E0,1.464083576E0
1.530905840E0,-8.282186985E-1,1.866820902E-1,1.159772396E0,1.437312919E0
1.533390058E0,-7.941312194E-1,1.621817350E-1,1.159772396E0,1.414927320E0
1.535874225E0,-7.643046975E-1,1.824211627E-1,1.169359565E0,1.408843832E0
1.538358548E0,-7.387390733E-1,2.069215178E-1,1.167229056E0,1.396773283E0
1.540847402E0,-7.216953635E-1,2.185059190E-1,1.161902905E0,1.385138041E0
1.543331725E0,-7.058500051E-1,2.069215178E-1,1.155511498E0,1.369761865E0
